GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
477069360,20150918,201509,2015,2015.7068,GBR,BRITISH,GBR,,,,,,,,CHN,XINJIANG,CHN,,,,,,,,1,036,036,03,1,4.0,4,1,4,-1.00502512562814,1,United Kingdom,UK,UK,54.0,-2.0,UK,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20151018,http://www.southcarolinasc.com/2015/10/britain-to-put-commerce-with-china-first-in-president-xi-jinpings-state-visit/
477069362,20150918,201509,2015,2015.7068,GBRGOV,GEORGE OSBORNE,GBR,,,,,GOV,,,CHN,XINJIANG,CHN,,,,,,,,1,036,036,03,1,4.0,3,1,3,-1.00502512562814,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20151018,http://www.southcarolinasc.com/2015/10/britain-to-put-commerce-with-china-first-in-president-xi-jinpings-state-visit/
477069363,20150918,201509,2015,2015.7068,GBRGOV,BRITISH,GBR,,,,,GOV,,,CHN,XINJIANG,CHN,,,,,,,,1,036,036,03,1,4.0,3,1,3,-1.00502512562814,1,United Kingdom,UK,UK,54.0,-2.0,UK,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20151018,http://www.southcarolinasc.com/2015/10/britain-to-put-commerce-with-china-first-in-president-xi-jinpings-state-visit/
477091044,20150918,201509,2015,2015.7068,GBR,BRITISH,GBR,,,,,,,,CHN,XINJIANG,CHN,,,,,,,,1,036,036,03,1,4.0,2,1,2,-0.21097046413502,5,"Essex, Essex, United Kingdom",UK,UKE4,51.8333,0.583333,-2595724,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20151018,http://www.livenewscentral.com/britain-to-put-commerce-with-china-first-in-president-xi-jinpings-state-visit/
476977356,20150917,201509,2015,2015.7041,CHN,XINJIANG,CHN,,,,,,,,GBRGOV,GEORGE OSBORNE,GBR,,,,,GOV,,,1,042,042,04,1,1.9,3,1,3,0.9393063583815,4,"Buckingham Palace, Westminster, United Kingdom",UK,UKP5,51.5,-0.133333,-2591190,4,"Buckingham Palace, Westminster, United Kingdom",UK,UKP5,51.5,-0.133333,-2591190,4,"Buckingham Palace, Westminster, United Kingdom",UK,UKP5,51.5,-0.133333,-2591190,20151017,http://www.telegraph.co.uk/finance/china-business/11937244/Pomp-pageantry-and-pounds-for-Chinas-first-state-visit-in-a-decade.html
476977368,20150917,201509,2015,2015.7041,GBRGOV,GEORGE OSBORNE,GBR,,,,,GOV,,,CHN,XINJIANG,CHN,,,,,,,,1,043,043,04,1,2.8,3,1,3,0.9393063583815,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20151017,http://www.telegraph.co.uk/finance/china-business/11937244/Pomp-pageantry-and-pounds-for-Chinas-first-state-visit-in-a-decade.html
477060054,20150917,201509,2015,2015.7041,GBR,BRITISH,GBR,,,,,,,,CHN,XINJIANG,CHN,,,,,,,,1,036,036,03,1,4.0,4,1,4,-0.10869565217391,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20151017,http://www.nytimes.com/2015/10/18/world/asia/britain-to-put-commerce-with-china-first-in-president-xi-jinpings-state-visit.html
477060056,20150917,201509,2015,2015.7041,GBRGOV,GEORGE OSBORNE,GBR,,,,,GOV,,,CHN,XINJIANG,CHN,,,,,,,,1,036,036,03,1,4.0,6,1,6,-0.10869565217391,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20151017,http://www.nytimes.com/2015/10/18/world/asia/britain-to-put-commerce-with-china-first-in-president-xi-jinpings-state-visit.html
477061490,20150917,201509,2015,2015.7041,GBR,BRITISH,GBR,,,,,,,,CHN,XINJIANG,CHN,,,,,,,,1,036,036,03,1,4.0,4,1,4,-0.99502487562189,1,United Kingdom,UK,UK,54.0,-2.0,UK,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20151017,http://www.lasvegasnvblog.com/2015/10/britain-to-put-commerce-with-china-first-in-president-xi-jinpings-state-visit/
477061492,20150917,201509,2015,2015.7041,GBRGOV,GEORGE OSBORNE,GBR,,,,,GOV,,,CHN,XINJIANG,CHN,,,,,,,,1,036,036,03,1,4.0,3,1,3,-0.99502487562189,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20151017,http://www.lasvegasnvblog.com/2015/10/britain-to-put-commerce-with-china-first-in-president-xi-jinpings-state-visit/
477061493,20150917,201509,2015,2015.7041,GBRGOV,BRITISH,GBR,,,,,GOV,,,CHN,XINJIANG,CHN,,,,,,,,1,036,036,03,1,4.0,3,1,3,-0.99502487562189,1,United Kingdom,UK,UK,54.0,-2.0,UK,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20151017,http://www.lasvegasnvblog.com/2015/10/britain-to-put-commerce-with-china-first-in-president-xi-jinpings-state-visit/
468489011,20150920,201509,2015,2015.7123,CHN,XINJIANG,CHN,,,,,,,,THA,BANGKOK,THA,,,,,,,,1,042,042,04,1,1.9,7,1,7,-1.98570293884035,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,20150920,http://brudirect.com/0-southeast-asia/southeast-asia-thailand/item/33441-bomb-suspect-i-wasn-t-even-in-thailand
468489902,20150920,201509,2015,2015.7123,THA,BANGKOK,THA,,,,,,,,CHN,XINJIANG,CHN,,,,,,,,1,043,043,04,1,2.8,4,1,4,-1.98570293884035,4,"Bangkok, Krung Thep Mahanakhon, Thailand",TH,TH40,13.75,100.517,-3250083,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Bangkok, Krung Thep Mahanakhon, Thailand",TH,TH40,13.75,100.517,-3250083,20150920,http://brudirect.com/0-southeast-asia/southeast-asia-thailand/item/33441-bomb-suspect-i-wasn-t-even-in-thailand
468489904,20150920,201509,2015,2015.7123,THA,BANGKOK,THA,,,,,,,,CHN,XINJIANG,CHN,,,,,,,,1,043,043,04,1,2.8,2,1,2,-1.98570293884035,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20150920,http://brudirect.com/0-southeast-asia/southeast-asia-thailand/item/33441-bomb-suspect-i-wasn-t-even-in-thailand
468513210,20150920,201509,2015,2015.7123,AGR,FARMER,,,,,,AGR,,,CHN,XINJIANG,CHN,,,,,,,,1,051,051,05,1,3.4,1,1,1,6.19578686493184,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Jiaozi, Guangdong, China",CH,CH30,22.098,111.478,10310208,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20150920,http://english.cntv.cn/2015/09/20/ARTI1442714461361214.shtml
468513211,20150920,201509,2015,2015.7123,AGR,FARMER,,,,,,AGR,,,CHN,XINJIANG,CHN,,,,,,,,1,051,051,05,1,3.4,7,1,7,6.19578686493184,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20150920,http://english.cntv.cn/2015/09/20/ARTI1442714461361214.shtml
468513325,20150920,201509,2015,2015.7123,CHN,XINJIANG,CHN,,,,,,,,,,,,,,,,,,1,051,051,05,1,3.4,2,1,2,6.19578686493184,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,0,,,,,,,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20150920,http://english.cntv.cn/2015/09/20/ARTI1442714461361214.shtml
468513326,20150920,201509,2015,2015.7123,CHN,XINJIANG,CHN,,,,,,,,AGR,FARMER,,,,,,AGR,,,1,051,051,05,1,3.4,1,1,1,6.19578686493184,4,"Jiaozi, Guangdong, China",CH,CH30,22.098,111.478,10310208,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20150920,http://english.cntv.cn/2015/09/20/ARTI1442714461361214.shtml
468513327,20150920,201509,2015,2015.7123,CHN,XINJIANG,CHN,,,,,,,,AGR,FARMER,,,,,,AGR,,,1,051,051,05,1,3.4,1,1,1,6.19578686493184,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20150920,http://english.cntv.cn/2015/09/20/ARTI1442714461361214.shtml
468543661,20150920,201509,2015,2015.7123,CHN,CHINA,CHN,,,,,,,,uig,UIGHUR,,,uig,,,,,,0,043,043,04,1,2.8,10,1,10,-6.39606396063961,4,"Ishan, Zhejiang, China",CH,CH02,27.5157,120.536,-1936662,4,"Ishan, Zhejiang, China",CH,CH02,27.5157,120.536,-1936662,4,"Ishan, Zhejiang, China",CH,CH02,27.5157,120.536,-1936662,20150920,http://www.strategypage.com/%5Cqnd%5Cthai%5Carticles%5C20150919.aspx
